Date,Comment
20120530031656Z,"""He didn't do anything to take away guns, even from buffoons like you!"""
,"""Guy at a party\\\\\\'s been looking at your wife.  You (and several other guests) hear him say, of politicians in Washington, ""Those bastards should all be taken out and shot.""  Next day, you drop a dime to Homeland Security -- and the guy never sees your wife again.  Or his.  \\\\n\\\\n \\\\n\\\\nWouldn\\\\\\'t be the first time in history..."""
20120619144757Z,"""<i>""They were two separate quotes from - you...Nevermind, I guess you don't get your own posts.""</i>\n\nYes, they were two <i>separate</i> quotes from me!!\n\nKey word:\xa0 Separate"""
20120611225211Z,"""Really, can we just get an address to the new dump?"""
20120502174336Z,"""you are a funny girl!"""
20120502164601Z,"""Dude, go take a Midol and go back to class, you are already demonstrating that your mind is rotten because of Tebowmania."""
20120620000237Z,"""From the scenarios you present, I see you believe all people ARE robots. Abraham, no matter his environment or upbringing chose to aim his gun at the poor guy he killed, and he chose to pull the trigger. He has a bad childhood, so let's understand why he would kill someone?\nWhen he's older, he doesn't have the sense to realize that going before the judge, you might want to appear humble and show some respect. Two things by the way that wasn't taught to him as a child and appears as a man is not important to him. Again, his choice. \nHe knows selling drugs is wrong and could land him back in jail. Again, a stupid, premeditated decision on his part. And he will be in jail shortly after he gets out because that's what a stupid unteachable, hardened piece of clay does. Turn down the same road.\n\nAnd you're right. I am saying all this from MY perspective. Like I said in my other comment, most people could be put in Abraham's exact shoes and they won't raise a gun and shoot that poor man dead.\nHumans...............not robots."""
20120612124817Z,"""your mother must be so proud of you."""
20120529223633Z,"""They cut Justin Helwedge and signed Cameron Kenney."""
20120618230323Z,"""...........BAM....you be FERTILIZER..."""
,"""I\\'m a second generation German working on my Master\\'s \\xc2\\xa0so I doubt you would be accurate in saying that I am a ignorant rube who can\\'t get over the civil war. what i can\\'t get over is self-righteous priks such as your-self who are uniquely qualified praise or condemn others values strictly based on your personal ""enlightened"" opinion.\\n\\nPS if i knew is was writting my thesis for you to critique i would have been more careful to meet your loft grammatical standards.\\n\\nnow go blow yourself."""
20120528210114Z,"""*pulls out plasma cutter* LET'S DO THIS SHIT!\n\nI think expanding the bracket to include another 32 games is a solid idea, especially with the inclusion of PC games now.\n\nAs far as the division of the eras is concerned, I think keeping the same set-up as last year is fantastic and I think the change in demographic here will definitely make things a little more interesting.\n\nI'm pretty indifferent about the schedule for match-ups, but I love the changes you made to support blogs and regular voting although it will DEFINITELY lead to bigger and more rage-inducing lulz :D"""
20120610054035Z,"""You don't want a president you want a God! Presidents can't walk on water they can only work with their legislation and it so happens that they're Rightwing fanatics!"""
20120528043920Z,"""I don't know what to think about LW1 - it's possible that she's just not a facebook type person.  Maybe she should change her settings so she doesn't get the updates and photos.  That way she can look at their page if she feels like it but she won't be seeing more than she really wants to know. \n\nI have to agree though that writing about awesome presents you received or how much you really love, love, love your awesome BF, or telling everyone about your Valentines plans - seems a little like what CH called over sharing.  I guess because it's not the kind of the info that I would think about announcing.  For example, if my husband gives me an awesome gift - I don't rush to the phone to call everyone I know and tell them or even do a mass email to let everyone know.  Same with plans for special occasions.  \n\nIf someone asks me - then of course I'll tell them.  But the announcing to the world thing does seem a little over the top when it comes to things like that.  But then, that's the kind of world we live in - people twittering their every move.  Someone must be interested.  And I think that it can become a sort of habit to post everything on facebook, to the point where I doubt that they're really thinking that much about it.  \n\nI think the LW should just ignore it - she doesn't have to 'do' facebook the way everyone else does.  If she thinks it's weird to go on and on about the BF - then she doesn't have to."""
20120527180812Z,"""Floridachick - Your grandmom was smart and probably knew what she wanted.  But I'm afraid I also have a real-life example of someone who 'should' have invested the money and left it sitting there until she had adjusted a little and thought more carefully about how to manage it.  My MIL spent more money and did more foolish and costly things in the first six months she was a widow, than most people do in a lifetime.  She (and others) 'wish' she had taken the standard advice to let things settle out for a year before making any major changes. She'd very much like to have some of that back right now.\n\nI'm not speaking of this specific case here  - but there's a good reason that's standard advice."""
20120528070504Z,"""what are your picks?"""
20120528041233Z,"""Besides being a part of the biggest most successful club of the world, I guess not much. :-). But will he fit in the Mourinho system, with Arbeloa, Albiol and young Varane already there, I am not sure.\n\nHe is suited for the English style of play, In my opinion. Physical and direct."""
20120529205249Z,"""They lost out on football recruits to Northwest Missouri State and Pitt State at my high school as well.\xa0 That would've been during the Terry Allen era."""
,"""Its only a Mickey Mouse Cup when your not in it- but when your in it its silverware!! what fools!\\n\\nLiverpool outplayed city and deserved the goals even though the penalty was lucky, the same with de Jong scoring a stunner - it was luck he slipped. Good day out to Wembley! 3 days time Manure will be out of the FA Cup - which i guess its another Mickey Mouse Cup if you lose! City great team, but LIVERPOOL are great!"""
20120619043921Z,"""Well yeah that's very sexy indeed... Ivy I want more of your sexy side."""
20120529020901Z,"""Defense is 25% of _discretionary_ budget."""
20120620181144Z,"""Watched the hearing live and would like to say democrats are the the most vile, idiots, stupid people I have ever heard. People if you don't believe me go back and watch for yourself. Watched it live on tv. American's I am calling on you to protect our country and vote these people out of office in november."""
20120611205007Z,"""Look who's calling the kettle black!\xa0 Egyptian soldiers have killed some.\xa0 Shaken down many others, Sinai Arabs have raped women, shaken them down, and even held some for ransom.\xa0 And you dare to impugn Israel?\xa0 You hypocritical bastard!"""
20120515201506Z,"""I don't know why you say that it isn't your best painting, because I LOVE IT. I love the colors so much and the pretty tree with the swing... so dreamy!"""
20120619232505Z,"""Give up jamal jrk off, I would never possibly waste time trying to communicate with an extraordinarily juvenile 49 year old, lightly educated\xa0 racist. You are probably some angry house bound loser sitting there with your stupid, bigoted comments, lashing out at the Black people whom you know to be your superiors. You really couldn't be more pathetic."""
20120530054038Z,"""<b>LMFAO AT YOU!!!!!!!! WHERE IS YOUR RECORD CAREER GOING DOG?!"""
20120320220637Z,"""You are acting like a fool....don't forget to put your sheet on before leaving the house. We can all see you then..."""
20120611231705Z,"""Hey Caucasians time to start identifying with your race because you are at war with blacks in America and all of the western world. \xa0Anybody that calls me a racists will get f'cked up and I can't even wait to put these knuckles on some skinny as-, newport smoking nigel. \xa0\n\nhow very right you are Sir, time to arm up \xa0and prepare for war with these apes..."""
20120529012327Z,"""Anybody ever get the chance to watch Washington play SS before Ranger games?"""
,"""With your sick obsession and your mind on nothing else but your c ock and whose ass you're going to put it into next, you can't understand anything. """
